,image_url,Brand,Manufacturer,Model,Model Year,Product Dimensions,Item model number,Ram Memory Installed Size,Operating System,Hardware Interface,Graphics Coprocessor,Resolution,Mounting Hardware,Number Of Items,Display Technology,Standing screen display size,Display Type,Supported Image Type,Screen Resolution,Audio Output Mode,Supported Audio Format,Speaker Surround Sound Channel Configuration,Power Source,Batteries Required,Refresh Rate,Connector Type,Mounting Type,Supports Bluetooth Technology,Country of Origin,Item Weight,product,rating,price,product_url,Batteries,Memory Storage Capacity,Viewing Angle,Image Aspect Ratio,Image Contrast Ratio,Audio Wattage,Batteries Included,Battery Cell Composition,Total Usb Ports,Remote Control Included?,Model Name,Tuner Technology,Special Features,Remote Control Description,Remote Control Type,Image Brightness,Voltage,Wattage,Maximum Operating Distance,Real Angle Of View,Media Format,Response Time,Includes Rechargable Battery,Compatible Devices,GSM frequencies,Processor Count,Aspect Ratio,Battery Power Rating,Digital Storage Capacity,Max Resolution,Package Dimensions,Battery Description,Battery Capacity,Audio Encoding,Audio Input,Imported By,Speakers Maximum Output Power,Speaker Connectivity
0,https://m.media-amazon.com/images/I/41Y+SwHCJzL._SX300_SY300_.jpg,AmazonBasics,"Veira Electronics Private Limited D-239, SEC-63, NOIDA (U.P.) 201305",AB55U20PS,2020,123.6 x 9.2 x 72.4 cm; 10.3 Kilograms,AB55U20PS,1.5 GB,FireOS,"USB, HDMI",MaliG31 MP2,3840x2160 Pixels,"1 LED TV, 1 Table Top Stand, 1 Wall Mount, 1 User Manual, 1 Remote Control, 2 AAA Batteries, 1 Power Cord, 1 AV Converting cable",1,LED,55 Inches,LED,JPEG,3840 x 2160 pixels,Surround,"Dolby Digital, Dolby Digital + and Dolby Atmos, WMA, MP3_audio",Surround Sound,AC,Yes,60 Hz,Wi-Fi,Wall Mount,Yes,India,10 kg 300 g,AmazonBasics 139 cm (55 inches) 4K Ultra HD Smart LED Fire TV with Dolby Atmos and Dolby Vision (Black)  ,4.0 out of 5 stars,"36,499",https://amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_aps_sr_pg1_1?ie=UTF8&adId=A072245884IUQUZQA39R&url=%2FAmazonBasics-139cm-inch-Ultra-Smart%2Fdp%2FB087JYRGDG%2Fref%3Dsr_1_1_sspa%3Fkeywords%3Dtv%26qid%3D1660812281%26sr%3D8-1-spons%26psc%3D1&qualifier=1660812281&id=1714308816747958&widgetName=sp_atf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,https://images-eu.ssl-images-amazon.com/images/I/51sEyJDUxUL._SY300_SX300_QL70_ML2_.jpg,CROMA,Veira Electronics Pvt.Ltd,CREL032HOF024601,2022,8.51 x 72.01 x 42.01 cm; 6.5 Kilograms,CREL032HOF024601,1 GB,Android,"USB, HDMI",,1366768 Pixels,"1 LED TV, 2 Table Top Stand, 1 User Manual, 1 Remote Control, 1 Wall Mount",1,LED,32 Inches,LED,,1366 x 768 pixels,Surround,,2.0,Corded Electric,Yes,60 Hz,HDMI,Wall Mount and Table Mount,,India,6 kg 500 g,Croma 80 cm (32 Inches) HD Ready Certified Android Smart LED TV CREL032HOF024601 (Black) (2022 Model)  ,4.4 out of 5 stars,"12,490",https://amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_aps_sr_pg1_1?ie=UTF8&adId=A100700211QBJ7DSEX052&url=%2FCroma-Inches-Certified-Android-CREL032HOF024601%2Fdp%2FB09X6W3TRF%2Fref%3Dsr_1_2_sspa%3Fkeywords%3Dtv%26qid%3D1660812281%26sr%3D8-2-spons%26psc%3D1&qualifier=1660812281&id=1714308816747958&widgetName=sp_atf,2 AAA batteries required. (included),8 GB,178 Degrees,16:9,3000:01,20 Watts,Yes,Alkaline,2,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,https://images-eu.ssl-images-amazon.com/images/I/41611VFTGwL._SY300_SX300_QL70_ML2_.jpg,Redmi,Redmi,L32M6-RA/L32M7-RA,2021,73 x 8.7 x 47.6 cm; 3.92 Kilograms,L32M6-RA/L32M7-RA,1 GB,Android,"AV Port, Ethernet, HDMI, Headphone, USB 2.0",Mali G31 MP2,1366 x 768 Pixels,"1 LED TV, 2 Table Stand Base, 1 User Manual, 1 Remote Control, 4 screws",1,LED,32 Inches,A+,JPEG,1366 x 768 pixels,Stereo,"Dolby, DTS-HD, Mp3_audio",Dolby Audio | DTS Virtual: X | DTS-HD,AC,Yes,60 Hz,"Wi-Fi, USB, Ethernet, HDMI",Wall Mount,Yes,India,3 kg 920 g,Redmi 80 cm (32 inches) Android 11 Series HD Ready Smart LED TV | L32M6-RA/L32M7-RA (Black)  ,4.2 out of 5 stars,"14,999",https://amazon.in/Redmi-inches-Ready-L32M6-RA-Android/dp/B09F9YQQ7B/ref=sr_1_3?keywords=tv&qid=1660812281&sr=8-3,2 AAA batteries required.,8 GB,178 Degrees,16:09,,20 Watts,No,,2,Yes,Redmi Smart TV 32,NTSC,PatchWall 4 with IMDb Integration | Kids Mode with Parental Lock | 90+ Free Live Channels | Netflix | Prime Video | Disney+ Hotstar and more | Android TV 11 | Google Assistant | Chromecast Built-in | Miracast,Remote with easy Access like Voice assistant | Ok Google | Quick Wake | Quick Mute | Quick Settings | Netflix and Prime Video buttons,Bluetooth,Ultra Bright Screen,240 Volts,50 Watts,8 Feet,178 Degrees,"AVI, MPEG",,,,,,,,,,,,,,,,,
3,https://m.media-amazon.com/images/I/41fVP+e7CzS._SY300_SX300_.jpg,OnePlus,Radiant Appliances and Electronics Pvt. Ltd.,32Y1,2020,6.5 x 42 x 71.3 cm; 3.5 Kilograms,32Y1,1 GB,Android,"USB, HDMI",Mali470 Triple core,1366x768 Pixels,"1 LED TV, 2 Table Stand Base, 1 User Manual, 1 Warranty Card, 1 Remote Control, 1AC Cord, 2 AAA Battery",1,LED,32 Inches,LED,JPEG,1366 x 768 pixels,Surround,"Mp3_audio, Wma",Dolby Audio,AC,No,60 Hz,Wi-Fi,Wall Mount,Yes,India,3 kg 500 g,OnePlus 80 cm (32 inches) Y Series HD Ready LED Smart Android TV 32Y1 (Black)  ,4.2 out of 5 stars,"14,999",https://amazon.in/OnePlus-inches-Ready-Android-32Y1/dp/B08B42LWKN/ref=sr_1_5?keywords=tv&qid=1660812281&sr=8-5,2 AAA batteries required.,,178 Degrees,,5000:1,20 Watts,No,Alkaline,2,Yes,32Y,PAL/DVB-T/DVB-T2,,One Click Amazon Prime Video Button Remote OnePlus Connect | Google Assistant,"IR, Bluetooth",High brightness,,20.00,9 Feet,,"AVI, DVD, MPEG, WAV, WMA",,,,,,,,,,,,,,,,,
4,https://images-eu.ssl-images-amazon.com/images/I/41nsy8kxWUL._SY300_SX300_QL70_ML2_.jpg,MI,DIXON TECHNOLOGIES (INDIA) LIMITED,L43M6-INC,2021,96.7 x 8.3 x 56 cm; 5.48 Kilograms,L43M6-INC,1 GB,Android,"USB, HDMI",Mali-450,1920x1080 Pixels,"1 LED TV, 2 Table Stand Base, 1 User Manual, 1 Remote Control, 4 screws",1,LED,43 Inches,Dynamic Backlight,JPEG,1920 x 1080 pixels,Stereo,"Mp3_audio, Wma",DTS-HD,AC,Yes,60 Hz,"Wi-Fi, USB, Ethernet, HDMI",,Yes,,5 kg 480 g,Mi 108 cm (43 inches) Full HD Android LED TV 4C | L43M6-INC (Black)  ,4.3 out of 5 stars,"22,999",https://amazon.in/inches-Full-Android-L43M6-INC-Black/dp/B09JPC82QC/ref=sr_1_6?keywords=tv&qid=1660812281&sr=8-6,,,,16:09,,20 Watts,No,,,Yes,Mi TV 4C 43,NTSC,,Remote with easy Access like Voice assistant | Ok Google | Quick Wake | Quick Mute | Netflix and Prime Video buttons,,,240 Volts,75 Watts,,,,,,,,,,,,,,,,,,,,
5,https://images-eu.ssl-images-amazon.com/images/I/51iQQPQSiGL._SX300_SY300_QL70_ML2_.jpg,TOSHIBA,DIXON TECHNOLOGY (INDIA) LIMITEDSHED,43V35KP,2022,37.6 x 7.9 x 23.9 cm; 6.5 Kilograms,43V35KP,1 GB,Android,"Bluetooth 4.0, HDMI, 2.5mm Audio, USB 2.0",G31 MP2@550MHZ,1920x1080 Pixels,"1 LED TV, 1 Remote, 1 Table Top Stand, 1 Wall Mount Bracket, 1 Power Cable, 2 AAA Battery, 1 User Manual, 1 Warranty Card",1,LED,43 Inches,A+,"GIF, JPEG",1920 x 1080 pixels,Stereo,"Mp3_audio, Wma",DTS Virtual X,AC,Yes,60 Hz,"Wi-Fi, USB, Ethernet, HDMI",Wall Mount & Table Mount,Yes,India,6 kg 500 g,Toshiba 108 cm (43 inches) V Series Full HD Smart Android LED TV 43V35KP (Silver)  ,4.4 out of 5 stars,"22,990",https://amazon.in/Toshiba-inches-Android-43V35KP-Silver/dp/B0B21XL94T/ref=sr_1_7?keywords=tv&qid=1660812281&sr=8-7,,8 GB,178 Degrees,16:09,3000:1,20 Watts,Yes,Alkaline,2,Yes,43V35KP,DVB-T2,"Official Android TV 11(R) | Built-in Assistant | RAM: 1GB | ROM 8 GB | Quad Core | Supported Apps : Netflix, Prime Video, Disney+ Hotstar etc on Official Play Store","One Click XYZ Play Store, SonyLiv | Google Assistant | With Voice Assitant","IR, Bluetooth",High Brightness,230 Volts,75 Watts,9 Feet,178 Degrees,"MPEG, AVI",8 Milliseconds,No,,,,,,,,,,,,,,,
6,https://images-eu.ssl-images-amazon.com/images/I/41592QY1UkL._SY300_SX300_QL70_ML2_.jpg,OnePlus,Radiant Appliances and Electronics Pvt. Ltd.,43 Y1S Pro,2022,106 x 14.1 x 63 cm; 6 Kilograms,43 Y1S Pro,2 GB,Android,"USB, HDMI",G52 MC1,3840x2160 Pixels,"1 LED TV, 2 Table Stand Base, 1 User Manual, 1 Warranty Card, 1 Remote Control,1 AV IN Adapter, 1AC Cord, 2 AAA Battery",1,LED,43 Inches,HDR10+ HDR10 | HLG,"GIF, JPEG",3840 x 2160 pixels,,"Mp3_audio, Wma",Dolby Audio,AC,Yes,60 Hz,"Wi-Fi, USB, Ethernet, HDMI",,Yes,India,6 kg,OnePlus 108 cm (43 inches) Y Series 4K Ultra HD Smart Android LED TV 43Y1S Pro (Black)  ,4.3 out of 5 stars,"29,999",https://amazon.in/OnePlus-43-inches-Android-Pro/dp/B09VCHLSJF/ref=sr_1_8?keywords=tv&qid=1660812281&sr=8-8,,,,16:09,5000:1,24 Watts,No,,,Yes,43 Y1S Pro,DVB-T,,One Click Amazon Prime Video Button Remote OnePlus Connect | Google Assistant | With Voice Assitant,,,180 Volts,120 Watts,,,,8 Milliseconds,,,,,,,,,,,,,,,,
7,https://images-eu.ssl-images-amazon.com/images/I/41Q5zqyjWPL._SY300_SX300_QL70_ML2_.jpg,Karbonn,"Westway Electronics Limited, A001D, Sector-84, Noida, G.B Nagar, Uttar Pradesh, 201305",KJW32SKHD,2021,72.2 x 8 x 42.5 cm; 4.4 Kilograms,KJW32SKHD,1 GB,Android,"USB, HDMI",Mali-G31MP2,1366x768 Pixels,"1 LED TV, 2 Table Stand Base, 1 Wall Mounting Set, 4 Screws, 1 User Manual, 1 Warranty Card, 1 Remote Control, 2 AAA Battery",1,LED,32 Inches,A+,"GIF, JPEG",,,"Mp3_audio, Wma",Sorround,AC,Yes,60 Hz,"Wi-Fi, USB, Ethernet, HDMI",Wall Mount & Table Mount,No,India,4 kg 400 g,Karbonn 80 cm (32 Inches) Millennium Series HD Ready Smart LED TV KJW32SKHD (Phantom Black) with Bezel-Less Design  ,4.4 out of 5 stars,"8,990",https://amazon.in/Karbonn-Millennium-KJW32SKHD-Phantom-Bezel-Less/dp/B0B466C3G4/ref=sr_1_9?keywords=tv&qid=1660812281&sr=8-9,2 AAA batteries required. (included),8 GB,178 Degrees,16:09,3000:1,20 Watts,Yes,Manganese,2,Yes,KJW32SKHD,NTSC,"Prime Video, Inbuilt App Store, SonyLiv, Youtube, Hotstar, Android 9 (GOS), In-built Apps Store, Screen Sharing, Remote with Hotkeys, Movie Box | Supported Apps : Netflix",Navigation Keys for Easy Access,IR,High brightness,110 Volts,60 Watts,9 Feet,178 Degrees,"AVI, MPEG",8 Milliseconds,No,Android,60 Hz,,,,,,,,,,,,,
8,https://m.media-amazon.com/images/I/51fmHk3km+L._SX300_SY300_.jpg,MI,Dixon Technologies (India) Limited,L32M7-5AIN,2022,71.6 x 8.3 x 42.4 cm; 4 Kilograms,L32M7-5AIN,1 GB,Android,"Ethernet, HDMI, 3.5mm Audio, USB 2.0, Bluetooth 5",Mali G31 MP2,1366 x 768 Pixels,"1 LED TV, 2 Table Stand Base, 1 User Manual, 1 Remote Control, 4 screws, 2 x AAA Batteries",1,LED,32 Inches,LED,"GIF, JPEG",,,"Mp3_audio, Wma",Dolby Audio | DTS Virtual: X,AC,Yes,60 Hz,"Wi-Fi, USB, Ethernet, HDMI",Wall Mount,Yes,India,4 kg,Mi 80 cm (32 inches) 5A Series HD Ready Smart Android LED TV L32M7-5AIN (Black)  ,4.3 out of 5 stars,"13,999",https://amazon.in/inches-Ready-Smart-Android-L32M7-5AIN/dp/B0B6F7LX4C/ref=sr_1_10?keywords=tv&qid=1660812281&sr=8-10,2 AAA batteries required. (included),8 GB,178 Degrees,16:09,,20 Watts,Yes,Alkaline,2,Yes,Xiaomi TV 5A 32,NTSC,"Android TV 11 | PatchWall | IMDb Integration | Universal Search | 300+ Free Live Channels | Kids Mode with Parental lock | Smart Recommendations | Language Universe  15+ Languages | User Centre | Okay Google | Chromecast suporting Apps : Netflix, Prime Video, Disney+ Hotstar | 5000+ apps from Play Store |Quad core Cortex A35 | Chromecast built-in | Ok Google | Auto Low Latency Mode | 1GB RAM + 8GB Storage","Remote with easy Access like Voice assistant | Ok Google | Quick Wake | Quick Mute | Quick Settings | Netflix, Prime Video, Disney+Hotstar and Apps buttons","IR, Bluetooth",High Brightness,240 Volts,50 Watts,9 Feet,178 Degrees,"AVI, MPEG",,No,,,1,16:9,,,,,,,,,,,
9,https://images-eu.ssl-images-amazon.com/images/I/41611VFTGwL._SY300_SX300_QL70_ML2_.jpg,Redmi,Redmi,L32M6-RA/L32M7-RA,2021,73 x 8.7 x 47.6 cm; 3.92 Kilograms,L32M6-RA/L32M7-RA,1 GB,Android,"AV Port, Ethernet, HDMI, Headphone, USB 2.0",Mali G31 MP2,1366 x 768 Pixels,"1 LED TV, 2 Table Stand Base, 1 User Manual, 1 Remote Control, 4 screws",1,LED,32 Inches,A+,JPEG,1366 x 768 pixels,Stereo,"Dolby, DTS-HD, Mp3_audio",Dolby Audio | DTS Virtual: X | DTS-HD,AC,Yes,60 Hz,"Wi-Fi, USB, Ethernet, HDMI",Wall Mount,Yes,India,3 kg 920 g,Redmi 80 cm (32 inches) Android 11 Series HD Ready Smart LED TV | L32M6-RA/L32M7-RA (Black)  ,4.2 out of 5 stars,"14,999",https://amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A054367039CG9GF4P6B7C&url=%2FRedmi-inches-Ready-L32M6-RA-Android%2Fdp%2FB09F9YQQ7B%2Fref%3Dsr_1_11_sspa%3Fkeywords%3Dtv%26qid%3D1660812281%26sr%3D8-11-spons%26psc%3D1&qualifier=1660812281&id=1714308816747958&widgetName=sp_mtf,2 AAA batteries required.,8 GB,178 Degrees,16:09,,20 Watts,No,,2,Yes,Redmi Smart TV 32,NTSC,PatchWall 4 with IMDb Integration | Kids Mode with Parental Lock | 90+ Free Live Channels | Netflix | Prime Video | Disney+ Hotstar and more | Android TV 11 | Google Assistant | Chromecast Built-in | Miracast,Remote with easy Access like Voice assistant | Ok Google | Quick Wake | Quick Mute | Quick Settings | Netflix and Prime Video buttons,Bluetooth,Ultra Bright Screen,240 Volts,50 Watts,8 Feet,178 Degrees,"AVI, MPEG",,,,,,,,,,,,,,,,,
10,https://images-eu.ssl-images-amazon.com/images/I/51prU5hcQbL._SY300_SX300_QL70_ML2_.jpg,Sony,Sony,KD-55X74K,2022,124.3 x 8.4 x 72.9 cm; 14.5 Kilograms,KD-55X74K,,Android,"Ethernet, Composite Video, Bluetooth 5",X1 4K Processor,3840 x 2160 Pixels,"1 LED TV, 1 Warranty Card,1 AC Adapter, 1 AC Power Cord, 1 Remote Control, 1 Table-Top Stand, 1 User Manual, 2 AAA Batteries",1,LED,55 Inches,4K HDR,"TIFF, JPEG",3840 x 2160 pixels,Two channel linear,"Mp3_audio, Wma",Dolby Audio,AC,Yes,60 Hz,"Wi-Fi, USB, Ethernet, HDMI",Wall Mount & Table Mount,Yes,India,14 kg 500 g,Sony Bravia 139 cm (55 inches) 4K Ultra HD Smart LED Google TV KD-55X74K (Black)  ,4.8 out of 5 stars,"63,990",https://amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A103134214RJLPUU5B5WX&url=%2FSony-Bravia-inches-Google-KD-55X74K%2Fdp%2FB09WN26DG5%2Fref%3Dsr_1_12_sspa%3Fkeywords%3Dtv%26qid%3D1660812281%26sr%3D8-12-spons%26psc%3D1&qualifier=1660812281&id=1714308816747958&widgetName=sp_mtf,2 AAA batteries required. (included),,178 Degrees,16:09,,20 Watts,Yes,Alkaline,2,Yes,KD-55X74K,DVB-T,Google TV | Watchlist | Voice Search | Google Play | Chromecast | Netflix | Amazon Prime Video | Additional Features: Apple Airplay | Apple Homekit | Alexa,One Click Google Assistant | Youtube | Netflix | Youtube Music | Prime Video,"IR, Bluetooth",High Brightness,240 Volts,142 Watts,4.5 Feet,178 Degrees,"AVI, MPEG",,No,"Android Phone, Home theatre, IPhone",60 Hz,,,,,,,,,,,,,
11,https://images-eu.ssl-images-amazon.com/images/I/41yz71IQSfL._SX300_SY300_QL70_ML2_.jpg,TOSHIBA,DIXON TECHNOLOGY (INDIA) LIMITEDSHED,,2022,71.7 x 8.6 x 42.8 cm; 3.9 Kilograms,,1 GB,Android,"Bluetooth, HDMI, 2.5mm Audio, USB 2.0",G31 MP2@550MHZ,1366x768 Pixels,"1 LED TV, 1 Remote, 1 Table Top Stand, 1 Wall Mount Bracket, 1 Power Cable, 2 AAA Battery, 1 User Manual, 1 Warranty Card",1,LED,32 Inches,A+,"GIF, JPEG",,Stereo,"Mp3_audio, Wma",DTS Virtual X,AC,Yes,60 Hz,"Wi-Fi, USB, Ethernet, HDMI",Wall Mount,Yes,India,3 kg 900 g,Toshiba 80 cm (32 inches) V Series HD Ready Smart Android LED TV 32V35KP (Silver)  ,4.1 out of 5 stars,"13,899",https://amazon.in/Toshiba-inches-Android-32V35KP-Silver/dp/B0B3HJM3XP/ref=sr_1_13?keywords=tv&qid=1660812281&sr=8-13,,8 GB,178 Degrees,16:09,3000:1,16 Watts,Yes,Alkaline,2,Yes,32V35KP,DVB-T2,"Official Android TV 11(R) | Built-in Assistant | RAM: 1GB | ROM 8 GB | Quad Core | Supported Apps : Netflix, Prime Video, Disney+ Hotstar etc on Official Play Store","One Click XYZ Play Store, SonyLiv | Google Assistant | With Voice Assitant","IR, Bluetooth",High Brightness,230 Volts,50 Watts,9 Feet,178 Degrees,"AVI, MPEG",8 Milliseconds,No,,,,,,,,,,,,,,,
12,https://images-eu.ssl-images-amazon.com/images/I/41FxsxHy34L._SY300_SX300_QL70_ML2_.jpg,LG,LG,32LM563BPTC,2020,8.4 x 73.9 x 44.1 cm; 5.1 Kilograms,32LM563BPTC,1 GB,WebOS,"USB, HDMI",LG Graphic Processor,1366x768 Pixels,"1 LED TV, 1 Table Top Stand, 1 User Manual, 1 Warranty Card, 1 Remote Control, 2 AAA Batteries",1,LED,32 Inches,LED,JPEG,1366 x 768 pixels,,"Mp3_audio, Wma",DTS Virtual:X,AC,No,50 Hz,Wi-Fi,Wall Mount,No,India,5 kg 100 g,LG 80 cm (32 inches) HD Ready Smart LED TV 32LM563BPTC (Dark Iron Gray)  ,4.3 out of 5 stars,"15,490",https://amazon.in/LG-inches-Ready-Smart-32LM563BPTC/dp/B08DPLCM6T/ref=sr_1_14?keywords=tv&qid=1660812281&sr=8-14,2 AAA batteries required. (included),,,16:9,"10,000,000 : 1 (Dynamic Contrast Ratio)",10 Watts,Yes,Alkaline,,Yes,LED SMART,,Flat,Standard Remote,,,,10.00,,,,,,,,,,2,,,,,,,,,,
13,https://images-eu.ssl-images-amazon.com/images/I/518mOjYpkAL._SY300_SX300_QL70_ML2_.jpg,Samsung,Samsung India Electronics Limited,UA32T4340BKXXL,2021,8.3 x 73.2 x 43.9 cm; 3.8 Kilograms,UA32T4340BKXXL,1.5 GB,Tizen,"USB, HDMI",Hyper Real,1366 x 768 Pixels,"1 LED TV, 1 User Manual, 1 Warranty Card, 1 Remote Control",1,LED,32 Inches,HDR,JPEG,1366 x 768 pixels,,"Mp3_audio, Wma",Dolby Digital Plus,AC,No,60 Hz,"Wi-Fi, USB, Ethernet, HDMI",,No,India,3 kg 800 g,Samsung 80 cm (32 Inches) Wondertainment Series HD Ready LED Smart TV UA32T4340BKXXL (Glossy Black)  ,4.2 out of 5 stars,"15,490",https://amazon.in/Samsung-Inches-Wondertainment-UA32T4340BKXXL-Glossy/dp/B09F6S8BT6/ref=sr_1_15?keywords=tv&qid=1660812281&sr=8-15,,,,16:09,,20 Watts,,,,Yes,UA32T4340BKXXL,DVB-T2,,"Hotkey for Prime Video, Netflix and Zee5",,,,,,,,,,,,,,,,,,,,,,,,
14,https://images-eu.ssl-images-amazon.com/images/I/417CDbPCDWL._SY300_SX300_QL70_ML2_.jpg,AmazonBasics,"Veira Electronics Private Limited D-239, SEC-63, NOIDA (U.P.) 201305",AB32E10SS,2020,73.2 x 8.3 x 43.9 cm; 3.65 Kilograms,AB32E10SS,1 GB,FireOS,"USB, HDMI",Mali450 Quad core,1366x768 Pixels,"1 LED TV, 1 Table Top Stand, 1 Wall Mount, 1 User Manual, 1 Remote Control, 2 AAA Batteries, 1 Power Cord, 1 AV Converting cable",1,LED,32 Inches,LED,JPEG,1366 x 768 pixels,Surround,"Dolby Audio and DTS TruSurround, WMA, MP3_audio",Surround Sound,AC,Yes,60 Hz,Wi-Fi,Wall Mount,Yes,India,3 kg 650 g,AmazonBasics 81 cm (32 inches) HD Ready Smart LED Fire TV AB32E10SS (Black)  ,4.0 out of 5 stars,"13,499",https://amazon.in/AmazonBasics-80cm-inch-Smart-LED/dp/B087JX4TT4/ref=sr_1_16?keywords=tv&qid=1660812281&sr=8-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,https://images-eu.ssl-images-amazon.com/images/I/512YHGuR4RL._SX300_SY300_QL70_ML2_.jpg,OnePlus,Dixon Technologies (India) Limited,32Y1S,2022,71.6 x 18.2 x 47.7 cm; 3.76 Kilograms,32Y1S,1 GB,Android,"USB, HDMI",G31 MP2,1366x768 Pixels,"1 LED TV, 2 Table Stand Base, 1 User Manual, 1 Warranty Card, 1 Remote Control,1 AV IN Adapter, 1AC Cord, 2 AAA Battery",1,LED,32 Inches,VA| HDR10 | HDR 10+ |HLG,JPEG,1366 x 768 pixels,,"Mp3_audio, Wma",Dolby Audio,AC,No,60 Hz,"Wi-Fi, USB, Ethernet, HDMI",,Yes,India,3 kg 760 g,OnePlus 80 cm (32 inches) Y Series HD Ready Smart Android LED TV 32 Y1S (Black)  ,4.2 out of 5 stars,"15,999",https://amazon.in/OnePlus-inches-Ready-Smart-Android/dp/B09Q5SWVBJ/ref=sr_1_17?keywords=tv&qid=1660812281&sr=8-17,2 AAA batteries required.,,,16:09,3000:1,20 Watts,,,,Yes,32HD2A00,DVB-T,,One Click Amazon Prime Video Button Remote OnePlus Connect | Google Assistant | With Voice Assitant,,,240 Volts,60 Watts,,,,6.5 Milliseconds,No,Smart TV,,,,,,,,,,,,,,
16,https://images-eu.ssl-images-amazon.com/images/I/51sEyJDUxUL._SY300_SX300_QL70_ML2_.jpg,CROMA,Veira Electronics Pvt.Ltd,CREL032HOF024601,2022,8.51 x 72.01 x 42.01 cm; 6.5 Kilograms,CREL032HOF024601,1 GB,Android,"USB, HDMI",,1366768 Pixels,"1 LED TV, 2 Table Top Stand, 1 User Manual, 1 Remote Control, 1 Wall Mount",1,LED,32 Inches,LED,,1366 x 768 pixels,Surround,,2.0,Corded Electric,Yes,60 Hz,HDMI,Wall Mount and Table Mount,,India,6 kg 500 g,Croma 80 cm (32 Inches) HD Ready Certified Android Smart LED TV CREL032HOF024601 (Black) (2022 Model)  ,4.4 out of 5 stars,"12,490",https://amazon.in/Croma-Inches-Certified-Android-CREL032HOF024601/dp/B09X6W3TRF/ref=sr_1_18?keywords=tv&qid=1660812281&sr=8-18,2 AAA batteries required. (included),8 GB,178 Degrees,16:9,3000:01,20 Watts,Yes,Alkaline,2,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,https://images-eu.ssl-images-amazon.com/images/I/416S1tJ1ZnL._SX300_SY300_QL70_ML2_.jpg,VU,Vu Technologies Pvt. Ltd.,50PM,2022,8.5 x 111.6 x 64.7 cm; 10.1 Kilograms,50PM,2 GB,Android,"AV Port, HDMI, USB 2.0, 802.11 ac/b/g/n, Bluetooth 5",Mali-470 MP3 GPU,3840x2160 Pixels,"1 LED TV, 1 Remote Control, 1 AC Cord, 1 User Manual, 2 Table Stand Mount, 1 VESA Wall Mount Bracket, 1 AV IN Adapter, 2 AAA Battery",1,LED,50 Inches,HDR 10,"GIF, JPEG",3840 x 2160 pixels,Surround,"Mp3_audio, Wma",DTS Virtual:X,AC,Yes,60 Hz,"Wi-Fi, USB, Ethernet, HDMI",Wall Mount,Yes,India,10 kg 100 g,Vu 126 cm (50 Inches) Premium 4K Series Smart Android LED TV 50PM (Grey) (2022 Model)  ,4.3 out of 5 stars,"31,990",https://amazon.in/VU-Inches-Ultra-Android-50PM/dp/B088P13DWM/ref=sr_1_19?keywords=tv&qid=1660812281&sr=8-19,2 AAA batteries required. (included),16 GB,178 Degrees,16:09,1000000:1,30 Watts,Yes,Alkaline,2,Yes,Premium 4K,DVB-T2,"Official Android, Google play store, ActiVoice Remote Control, Google Eco-system (Movie, TV, Music, Games), Google Games, Chromecast Built-In, Bluetooth 5.0, ARC and optical port to connect external sound system | Licensed Apps-YouTube, Netflix, Prime Video, Hotstar, Google Play Hotkeys on Remote Control","One Click Netflix, Prime Video Button on Remote | Google Assistant | With Voice Assitant","IR, Bluetooth",High Brightness,230 Volts,130 Watts,13 Feet,,"AVI, MPEG",8 Milliseconds,No,Android,60 Hz,,,,16 GB,2160 Pixels,,,,,,,,
