id,image_url,brand,manufacturer,product,product_url,price,resolution,connector_type,rating,standing_screen_display_size,display_technology,display_type,number_of_items,operating_system,mounting_hardware,item_weight,model_year,refresh_rate,power_source,batteries_required,speaker_surround_sound_channel_configuration,country_of_origin,item_model_number,model,product_dimensions,hardware_interface,supported_audio_format,image_aspect_ratio,remote_control_included?,mounting_type,audio_wattage,supports_bluetooth_technology,ram_memory_installed_size,wattage,supported_image_type,graphics_coprocessor,batteries_included,model_name,remote_control_description,tuner_technology,total_usb_ports,viewing_angle,screen_resolution,voltage,audio_output_mode,maximum_operating_distance,batteries,remote_control_type,battery_cell_composition,special_features,memory_storage_capacity,image_contrast_ratio,response_time,media_format,includes_rechargable_battery,image_brightness,real_angle_of_view
69,https://m.media-amazon.com/images/I/41Y+SwHCJzL._SX300_SY300_.jpg,AmazonBasics,"Veira Electronics Private Limited D-239, SEC-63, NOIDA (U.P.) 201305",AmazonBasics 127 cm (50 inches) 4K Ultra HD Smart LED Fire TV with Dolby Atmos and Dolby Vision (Black)  ,https://amazon.in/AmazonBasics-127cm-inch-Ultra-Smart/dp/B087JYBBSR/ref=sr_1_57?keywords=tv&qid=1660812290&sr=8-57,"31,499",3840x2160 Pixels,Wi-Fi,4.0 out of 5 stars,50 Inches,LED,LED,1.0,FireOS,"1 LED TV, 1 Table Top Stand, 1 Wall Mount, 1 User Manual, 1 Remote Control, 2 AAA Batteries, 1 Power Cord, 1 AV Converting cable",9 kg 100 g,2020.0,60 Hz,AC,No,Surround Sound,India,AB50U20PS,AB50U20PS,112.1 x 9.2 x 66 cm; 9.1 Kilograms,"USB, HDMI","Dolby Digital, Dolby Digital + and Dolby Atmos, WMA, MP3_audio",,,Wall Mount,,Yes,1.5 GB,,JPEG,MaliG31 MP2,,,,,,,3840 x 2160 pixels,,Surround,,,,,,,,,,,,
70,https://images-eu.ssl-images-amazon.com/images/I/51q8vYW6hhL._SY300_SX300_QL70_ML2_.jpg,Sony,Sony,Sony Bravia 108 cm (43 inches) 4K Ultra HD Smart LED Google TV KD-43X75K (Black) (2022 Model) | with Alexa Compatibility  ,https://amazon.in/Sony-Bravia-inches-KD-43X75K-Compatibility/dp/B09WN49Y8F/ref=sr_1_58?keywords=tv&qid=1660812290&sr=8-58,"50,900",3840 x 2160 Pixels,"Wi-Fi, USB, Ethernet, HDMI",4.8 out of 5 stars,43 Inches,LED,4K HDR,1.0,Android,"1 LED TV, 1 Warranty Card,1 AC Adapter, 1 AC Power Cord, 1 Remote Control, 1 Table-Top Stand, 1 User Manual, 2 AAA Batteries",8 kg,2022.0,60 Hz,AC,Yes,Dolby Audio,India,KD-43X75K,KD-43X75K,97.1 x 7.7 x 57.5 cm; 8 Kilograms,"Ethernet, Composite Video, Bluetooth 5","Mp3_audio, Wma",16:09,Yes,Wall Mount & Table Mount,20 Watts,Yes,,96 Watts,"TIFF, JPEG",X1 4K Processor,Yes,Bravia,One Click Google Assistant | Youtube | Netflix | Youtube Music | Prime Video,DVB-T,2.0,178 Degrees,3840 x 2160 pixels,240 Volts,Two channel linear,3 Feet,2 AAA batteries required. (included),"IR, Bluetooth",Alkaline,Google TV | Watchlist | Voice Search | Google Play | Chromecast | Netflix | Amazon Prime Video | Additional Features: Apple Airplay | Apple Homekit | Alexa,,,,"AVI, MPEG",No,High Brightness,178 Degrees
71,https://images-eu.ssl-images-amazon.com/images/I/51prU5hcQbL._SY300_SX300_QL70_ML2_.jpg,Sony,Sony,Sony Bravia 164 cm (65 inches) 4K Ultra HD Smart LED Google TV KD-65X74K (Black)  ,https://amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg4_1?ie=UTF8&adId=A03768442EQ5K80ORFOW4&url=%2FSony-Bravia-inches-Google-KD-65X74K%2Fdp%2FB09WN3SRC7%2Fref%3Dsr_1_59_sspa%3Fkeywords%3Dtv%26qid%3D1660812290%26sr%3D8-59-spons%26psc%3D1&qualifier=1660812290&id=4040806433273686&widgetName=sp_mtf,"86,990",3840 x 2160 Pixels,"Wi-Fi, USB, Ethernet, HDMI",4.8 out of 5 stars,65 Inches,LED,4K HDR,1.0,Android,"1 LED TV, 1 Warranty Card,1 AC Adapter, 1 AC Power Cord, 1 Remote Control, 1 Table-Top Stand, 1 User Manual, 2 AAA Batteries",22 kg 100 g,2022.0,60 Hz,AC,Yes,Dolby Audio,India,KD-65X74K,KD-65X74K,146.3 x 8.7 x 85.2 cm; 22.1 Kilograms,"Ethernet, Composite Video, Bluetooth 5","Mp3_audio, Wma",16:09,Yes,Wall Mount & Table Mount,20 Watts,Yes,,180 Watts,"TIFF, JPEG",X1 4K Processor,Yes,KD-65X74K,One Click Google Assistant | Youtube | Netflix | Youtube Music | Prime Video,DVB-T,2.0,178 Degrees,3840 x 2160 pixels,240 Volts,Two channel linear,5 Feet,2 AAA batteries required. (included),"IR, Bluetooth",Alkaline,Google TV | Watchlist | Voice Search | Google Play | Chromecast | Netflix | Amazon Prime Video | Additional Features: Apple Airplay | Apple Homekit | Alexa,,,,"AVI, MPEG",No,High Brightness,178 Degrees
72,https://images-eu.ssl-images-amazon.com/images/I/41dvZHrAhTL._SX300_SY300_QL70_ML2_.jpg,NVY,Reach NVY PVT Ltd,NVY 80 cm (32 inch) HD Ready Smart LED TV | NVA32SFR1 (Black) (2022 Model) with Android 9.0  ,https://amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg4_1?ie=UTF8&adId=A06313891JMLU6VY8N7AD&url=%2FNVY-32-TV-NVA32SFR1-Android%2Fdp%2FB09WDZNLN9%2Fref%3Dsr_1_60_sspa%3Fkeywords%3Dtv%26qid%3D1660812290%26sr%3D8-60-spons%26psc%3D1&qualifier=1660812290&id=4040806433273686&widgetName=sp_mtf,"10,990",1366768 Pixels,"Wi-Fi, HDMI",4.4 out of 5 stars,32 Inches,LED,LED,1.0,Android,"1 LED TV, 1 Table Top Stand, 1 Wall Mount Bracket, 1 User Manual, 1 Warranty Card, 1 Remote Control",5 kg,2022.0,60 Hz,AC,No,2,India,32 SMART TV,32 SMART TV,,"Ethernet, HDMI, USB 2.0","Mp3_audio, Wma",16:9,Yes,Wall Mount,20 Watts,,1 GB,48 Watts,,,,NVA32SFR1,,,2.0,178 Degrees,,240 Volts,Surround,7 Feet,,IR,,,8 GB,,8 Milliseconds,,,,
73,https://images-eu.ssl-images-amazon.com/images/I/41FX2Z3KyNL._SX300_SY300_QL70_ML2_.jpg,HYUNDAI,Goldenarch Consumer Electronics Pvt. Ltd.,Hyundai 80 cm (32 inches) HD Ready Smart LED TV SMTHY32ECVRY1W (Black)  ,https://amazon.in/Hyundai-inches-Ready-Smart-SMTHY32ECVRY1W/dp/B0B4VRBD36/ref=sr_1_61?keywords=tv&qid=1660812290&sr=8-61,"11,990",1366 x 768 Pixels,"Wi-Fi, USB, Ethernet, HDMI",4.4 out of 5 stars,32 Inches,LED,A+,1.0,Android,"1 LED tv, 1 Remote, 1 Manual, 1 Warranty card, 1 Pair of Table Stand, 1 Wall mount kit",4 kg 500 g,2022.0,60 Hz,AC,Yes,Stereo Surround,India,SMTHY32ECVRY1W,SMTHY32ECVRY1W,73.5 x 21 x 47 cm; 4.5 Kilograms,"USB, HDMI, Headphone","Mp3_audio, Wma",16:09,Yes,Wall Mount & Table Mount,20 Watts,Yes,1 GB,60 Watts,"GIF, JPEG",Mali-G31 MP2,Yes,Hyundai 80 cm (32 inches) HD Ready Smart LED TV with Voice Remote SMTHY32ECVRY1W (2022 Model),One Click Disney Hotstar Button | With Voice Assistant,PAL,2.0,178 Degrees,,130 Volts,Stereo,9 Feet,,"IR, Bluetooth",Zinc Carbon,Durable A+ Grade DLED panel | Ultra bright screen for flawless picture quality even in bright rooms,8 GB,3000:1,8 Milliseconds,"AVI, MPEG",No,High Brightness,178 Degrees
74,https://m.media-amazon.com/images/I/41+cndTeqPL._SX300_SY300_.jpg,MI,DIXON TECHNOLOGIES (INDIA) LIMITED,Mi 108 cm (43 inches) Horizon Edition Full HD Android LED TV 4A | L43M6-EI (Black)  ,https://amazon.in/MI-Horizon-108cm-inches-Android/dp/B08H883LR6/ref=sr_1_62?keywords=tv&qid=1660812290&sr=8-62,"24,999",1920x1080 Pixels,Wi-Fi,4.3 out of 5 stars,43 Inches,LED,LED,1.0,Android,"1 LED TV, 1 Table Top Stand, 1 User Manual, 1 Warranty Card, 1 Remote Control, 1 Power Cable / Power Supply Adapter",9 kg,2020.0,60 hertz,AC,No,DTS-HD sound,India,L43M6-EI,L43M6-EI,96 x 7.5 x 60.8 cm; 9 Kilograms,"USB, HDMI","Mp3_audio, Wma",,,,,Yes,1 GB,,JPEG,Mali-450 MP3 up to 667MHz,No,Horizon Edition,,NTSC/PAL,,,1920 x 1080 pixels,,Stereo,,AAA batteries required.,,Alkaline,"Bluetooth, USB",,,,,,,
75,https://m.media-amazon.com/images/I/51fG2C1A+XL._SY300_SX300_.jpg,TOSHIBA,DIXON TECHNOLOGY (INDIA) LIMITEDSHED,Toshiba 139 cm (55 inches) 4K Ultra HD Smart QLED Google TV 55M550LP (Black)  ,https://amazon.in/Toshiba-inches-Ultra-Google-55M550LP/dp/B0B61756PY/ref=sr_1_63?keywords=tv&qid=1660812290&sr=8-63,"52,990",3840x2160 Pixels,"Wi-Fi, USB, Ethernet, HDMI",4.8 out of 5 stars,55 Inches,QLED,HDR10+ | HLG,1.0,Android,"1 TV Unit, 1 Remote, 1 Table Top Stand, 1 Wall Mount Bracket, 2 AAA Battery, 1 User Manual, 1 Warranty Card",14 kg 800 g,2022.0,60 Hz,AC,Yes,Dolby Atmos,India,55M550LP,55M550LP,128.8 x 71.3 x 8.1 cm; 14.8 Kilograms,"HDMI, 3.5mm Audio, USB 2.0, Bluetooth 5, 802.11 ac/b/g/n","Mp3_audio, Wma",16:09,Yes,Wall Mount,49 Watts,Yes,2 GB,180 Watts,"GIF, JPEG",ARM Mali-G52,Yes,,"One Click Netflix, SonyLiv, Prime Video, YouTube, Disney+ | Google Assistant | With Voice Assitant",DVB-T2,2.0,178 Degrees,,230 Volts,Surround,9 Feet,,"IR, Bluetooth",Alkaline,"Google TV | Dolby Vision HDR | Google Assistant | Chromecast, Miracast, DLNA | Auto Low Latency Mode for VRR | Supported Apps : Netflix, Youtube, Prime Video, Hotstar, SonyLiv, Hungama, JioCinema, Zee5, Eros Now",16 GB,1200:1,8 Milliseconds,"MPEG, AVI",No,Ultra Brightness,178 Degrees
76,https://m.media-amazon.com/images/I/61w4rOm+j3L._SX300_SY300_.jpg,LG,LG,LG 108 cm (43 inches) 4K Ultra HD Smart LED TV 43UP7500PTZ (Rocky Black)  ,https://amazon.in/LG-inches-Ultra-Smart-43UP7500PTZ/dp/B0967NW34T/ref=sr_1_64?keywords=tv&qid=1660812290&sr=8-64,"31,990",3840x2160 Pixels,"Bluetooth, Wi-Fi, USB, HDMI",4.3 out of 5 stars,43 Inches,LED,Slim Design,1.0,WebOS,"1 UHD 4K TV, 1 Table Top Stand, 1 User Manual, 1 Warranty Card, 1 Remote Control, 2 Batteries",8 kg,2021.0,60 Hz,AC,No,AI Sound,,43UP7500PTZ,43UP7500PTZ,8.5 x 97.3 x 57.2 cm; 8 Kilograms,"HDMI, USB 2.0, Bluetooth 5","AC4, AC3(Dolby Digital), EAC3, HE-AAC, AAC, MP2, MP3, PCM, DTS, DTS-HD, DTS Express, WMA, apt-X",16:09,Yes,Wall Mount,20 Watts,Yes,1.5 GB,110 Watts,JPEG,LG Graphics Processor,Yes,43UP7500PTC,One Click Amazon Prime Video Button | Netflix,DVB-T2,1.0,178 Degrees,3840 x 2160 pixels,,Surround,4 Feet,2 AA batteries required. (included),IR,Alkaline,"WebOS Smart TV | AI ThinQ, Built-in Google Assistant & Alexa | Apple Airplay 2 & Homekit | Unlimited OTT App Support: Netflix, Prime Video, Disney+ Hotstar, Apple TV, SonyLIV, Discovery+, Zee5, Voot, Google Play Movies & TV, YuppTV, Youtube, Eros Now",8 GB,1100:1,,"AVI, MPEG",No,,
77,https://images-eu.ssl-images-amazon.com/images/I/41dXXms9FfL._SX300_SY300_QL70_ML2_.jpg,Hisense,Hisense,Hisense 80 cm (32 inches) Android 11 Series HD Ready Smart Certified Android LED TV 32A4G (Black)  ,https://amazon.in/Hisense-inches-Certified-Android-32A4G/dp/B099JHLQX8/ref=sr_1_65?keywords=tv&qid=1660812290&sr=8-65,"11,990",1366x768 Pixels,"Wi-Fi, USB, Ethernet, HDMI",4.2 out of 5 stars,32 Inches,LED,A+ IPS,1.0,Android,"1 LED TV, 1 Remote, 1 Table Top Stand, 1 Wall Mount Bracket, 1 Power Cable, 2 AAA Battery, 1 User Manual, 1 Warranty Card",3 kg 900 g,2021.0,60 Hz,AC,Yes,DTS Virtual X | Dolby Audio,India,32A4G,32A4G,72.1 x 16.4 x 47 cm; 3.9 Kilograms,"AV Port, Ethernet, HDMI, USB 2.0, Bluetooth 5","Mp3_audio, Wma",16:09,Yes,Wall Mount & Table Mount,20 Watts,Yes,1 GB,50 Watts,"GIF, JPEG",G31 MP2@550MHZ,Yes,32A4G,"Smart remote with Hotkeys for quick and easy access | Google Assistant, get more done with your voice",DVB-T2,2.0,178 Degrees,1366 x 768 pixels,230 Volts,Surround,9 Feet,2 AAA batteries required. (included),"IR, Bluetooth",Alkaline,"Official Android TV 11(R) | Floating Glass Display | Remote With Voice Assistant | Android 11 | HDR-10 | DTS X | Dolby Atmos | Supported Apps : Netflix, Youtube, Prime Video, Hotstar, SonyLiv, Hungama, JioCinema, Zee5, Eros Now, Oxygen Play",8 GB,1200:1,8 Milliseconds,"AVI, MPEG",No,High Brightness,178 Degrees
78,https://images-eu.ssl-images-amazon.com/images/I/41tfC1EwxQL._SY300_SX300_QL70_ML2_.jpg,VU,Vu,Vu 139 cm (55 inches) 4K Ultra HD Smart Android LED TV 55UT (Black)  ,https://amazon.in/inches-Ultra-Android-5-Hotkeys-55UT/dp/B089KVCGCV/ref=sr_1_66?keywords=tv&qid=1660812290&sr=8-66,"39,999",3840x2160 Pixels,"Wi-Fi, USB, HDMI",4.4 out of 5 stars,55 Inches,LED,A+,1.0,Android,"1 LED TV, 1 Table Top Stand, 1 Wall Mount Bracket, 1 User Manual, 1 Warranty Card, 1 Remote Control",12 kg 600 g,2020.0,60 Hz,AC,Yes,"DTS Virtual-X Surround Sound, TruBass HDX, TruSurround X, Dialog Clarity",India,55UT,55UT,8.6 x 123 x 71.2 cm; 12.6 Kilograms,"USB, HDMI","Mp3_audio, Wma",16:9,Yes,Wall Mount,30 Watts,Yes,2 GB,30 Watts,JPEG,Mali 470 MP3 GPU,Yes,Ultra,"ActiVoice Remote Control | Licensed Apps-YouTube, Netflix, Prime Video, Hotstar, Google Play Hotkeys on Remote Control","DVB-T/ DVB-T2, PAL",,,3840 x 2160 pixels,,Surround,,2 AAA batteries required. (included),,Alkaline,,,Standard,8 Milliseconds,,,,
79,https://images-eu.ssl-images-amazon.com/images/I/51z9E68ei7L._SX300_SY300_QL70_ML2_.jpg,TOSHIBA,DIXON TECHNOLOGY (INDIA) LIMITEDSHED,Toshiba 139 cm (55 inches) Bezelless Series 4K Ultra HD Smart LED Google TV 55C350LP (Black)  ,https://amazon.in/Toshiba-inches-Bezelless-Google-55C350LP/dp/B0B2WB271Q/ref=sr_1_67?keywords=tv&qid=1660812290&sr=8-67,"38,990",3840x2160 Pixels,"Wi-Fi, USB, Ethernet, HDMI",4.3 out of 5 stars,55 Inches,LED,A+,1.0,Google TV,"1 TV Unit, 1 Remote, 1 Table Top Stand, 1 Wall Mount Bracket, 2 AAA Battery, 1 User Manual, 1 Warranty Card",11 kg 600 g,2022.0,60 Hz,AC,Yes,Dolby Atmos,India,55C350LP,55C350LP,123.3 x 71.1 x 7.4 cm; 11.6 Kilograms,"HDMI, 3.5mm Audio, USB 2.0, Bluetooth 5, 802.11 ac/b/g/n","Mp3_audio, Wma",16:09,Yes,Wall Mount,24 Watts,Yes,2 GB,130 Watts,"GIF, JPEG",Mali-G52,Yes,55C350LP,"One Click Prime Video, Netflix, Youtube | Google Assistant | With Voice Assitant",DVB-T2,2.0,178 Degrees,,230 Volts,Stereo,9 Feet,,"IR, Bluetooth",Alkaline,"Google TV | Google Assistant | Chromecast, Miracast, DLNA, Airplay | HDMI 2.1 with Auto Low Latency Mode for VRR eARC supported| Supported Apps : Netflix, Youtube, Prime Video, Hotstar, SonyLiv, Hungama, JioCinema, Zee5, Eros Now",16 GB,1200:1,8 Milliseconds,"AVI, MPEG",No,High Brightness,178 Degrees
80,https://images-eu.ssl-images-amazon.com/images/I/512ItWviyoL._SY300_SX300_QL70_ML2_.jpg,SANSUI,Sansui,Sansui 140cm (55 inches) 4K Ultra HD Certified Android LED TV JSW55ASUHD (Mystique Black) With Dolby Audio and DTS  ,https://amazon.in/Sansui-Certified-Android-JSW55ASUHD-Mystique/dp/B09NNGHG22/ref=sr_1_68?keywords=tv&qid=1660812290&sr=8-68,"32,990",3840x2160 Pixels,"Wi-Fi, USB, Ethernet, HDMI",4.5 out of 5 stars,55 Inches,LED,HDR10,1.0,Android,"1 LED TV, 2 Table Stand Base, 1 Wall Mounting Set, 4 Screws, 1 User Manual, 1 Warranty Card, 1 Remote Control, 2 AAA Battery, 1 Power Cord, 1 Mini AV Cable",11 kg 100 g,2021.0,60 Hz,AC,Yes,Dolby Audio | DTS Studio Sound,India,JSW55ASUHD,JSW55ASUHD,7.28 x 53.15 x 31.89 cm; 11.1 Kilograms,"USB, HDMI","Mp3_audio, Wma",16:09,Yes,Wall Mount & Table Mount,20 Watts,Yes,2 GB,20 Watts,"GIF, JPEG",CA53 Quad Core,Yes,,"Prime, Netflix, Youtube | Google Assistant | With Voice Assitant",NTSC,2.0,178 Degrees,3840 x 2160 pixels,110 Volts,Stereo,9 Feet,2 AAA batteries required. (included),"IR, Bluetooth",Alkaline,Android 10.0 (Certified by Google) | Google Assistant | Alexa Enabled Support | Built-in Chromecast | Voice Search Smart Remote| Supported Apps: Prime Video | Netflix | Disney + Hotstar | YouTube | Google Play,8 GB,1300:1,8 Milliseconds,,No,,178 Degrees
81,https://images-eu.ssl-images-amazon.com/images/I/41Q5zqyjWPL._SY300_SX300_QL70_ML2_.jpg,Karbonn,"Westway Electronics Limited, A001D, Sector-84, Noida, G.B Nagar, Uttar Pradesh, 201305",Karbonn 80 cm (32 Inches) Millennium Series HD Ready Smart LED TV KJW32SKHD (Phantom Black) with Bezel-Less Design  ,https://amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg4_1?ie=UTF8&adId=A03301052HG8ZJO86QMJ4&url=%2FKarbonn-Millennium-KJW32SKHD-Phantom-Bezel-Less%2Fdp%2FB0B466C3G4%2Fref%3Dsr_1_70_sspa%3Fkeywords%3Dtv%26qid%3D1660812290%26sr%3D8-70-spons%26psc%3D1&qualifier=1660812290&id=4040806433273686&widgetName=sp_btf,"8,990",1366x768 Pixels,"Wi-Fi, USB, Ethernet, HDMI",4.4 out of 5 stars,32 Inches,LED,A+,1.0,Android,"1 LED TV, 2 Table Stand Base, 1 Wall Mounting Set, 4 Screws, 1 User Manual, 1 Warranty Card, 1 Remote Control, 2 AAA Battery",4 kg 400 g,2021.0,60 Hz,AC,Yes,Sorround,India,KJW32SKHD,KJW32SKHD,72.2 x 8 x 42.5 cm; 4.4 Kilograms,"USB, HDMI","Mp3_audio, Wma",16:09,Yes,Wall Mount & Table Mount,20 Watts,No,1 GB,60 Watts,"GIF, JPEG",Mali-G31MP2,Yes,KJW32SKHD,Navigation Keys for Easy Access,NTSC,2.0,178 Degrees,,110 Volts,,9 Feet,2 AAA batteries required. (included),IR,Manganese,"Prime Video, Inbuilt App Store, SonyLiv, Youtube, Hotstar, Android 9 (GOS), In-built Apps Store, Screen Sharing, Remote with Hotkeys, Movie Box | Supported Apps : Netflix",8 GB,3000:1,8 Milliseconds,"AVI, MPEG",No,High brightness,178 Degrees
82,https://images-eu.ssl-images-amazon.com/images/I/41Ct5X8apmL._SY300_SX300_QL70_ML2_.jpg,CROMA,Veira Electronics Pvt.Ltd,Croma 140 cm (55 Inches) 4K Ultra HD Smart LED TV CREL055USA024601 (Black) (2022 Model)  ,https://amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg5_1?ie=UTF8&adId=A00622812JTLJYZC7002G&url=%2FCroma-Inches-Ultra-Smart-CREL055USA024601%2Fdp%2FB0B17FHC54%2Fref%3Dsr_1_65_sspa%3Fkeywords%3Dtv%26qid%3D1660812293%26sr%3D8-65-spons%26psc%3D1&qualifier=1660812293&id=2033530928066630&widgetName=sp_atf_next,"33,990",3840x2160 Pixels,HDMI,3.7 out of 5 stars,55 Inches,LED,LED,1.0,Linux,"1 LED TV, 2 Table Top Stand, 1 User Manual, 1 Remote Control, 1 Wall Mount",7 kg 300 g,2022.0,60 Hz,Corded Electric,No,2.0,India,CREL055USA024601,CREL055USA024601,123 x 27 x 77 cm; 7.3 Kilograms,"USB, HDMI, Headphone",,16:9,Yes,Wall Mount and Table Mount,20 Watts,,1.5 GB,,,,Yes,,,,2.0,178 Degrees,3840 x 2160 pixels,,,,2 AAA batteries required. (included),,Alkaline,,8 GB,5000:01,,,,,
83,https://images-eu.ssl-images-amazon.com/images/I/417CDbPCDWL._SY300_SX300_QL70_ML2_.jpg,AmazonBasics,"Veira Electronics Private Limited D-239, SEC-63, NOIDA (U.P.) 201305",AmazonBasics 81 cm (32 inches) HD Ready Smart LED Fire TV AB32E10SS (Black)  ,https://amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg5_1?ie=UTF8&adId=A07230511XJVOGA7KXX4I&url=%2FAmazonBasics-80cm-inch-Smart-LED%2Fdp%2FB087JX4TT4%2Fref%3Dsr_1_66_sspa%3Fkeywords%3Dtv%26qid%3D1660812293%26sr%3D8-66-spons%26psc%3D1&qualifier=1660812293&id=2033530928066630&widgetName=sp_atf_next,"13,499",1366x768 Pixels,Wi-Fi,4.0 out of 5 stars,32 Inches,LED,LED,1.0,FireOS,"1 LED TV, 1 Table Top Stand, 1 Wall Mount, 1 User Manual, 1 Remote Control, 2 AAA Batteries, 1 Power Cord, 1 AV Converting cable",3 kg 650 g,2020.0,60 Hz,AC,Yes,Surround Sound,India,AB32E10SS,AB32E10SS,73.2 x 8.3 x 43.9 cm; 3.65 Kilograms,"USB, HDMI","Dolby Audio and DTS TruSurround, WMA, MP3_audio",,,Wall Mount,,Yes,1 GB,,JPEG,Mali450 Quad core,,,,,,,1366 x 768 pixels,,Surround,,,,,,,,,,,,
84,https://images-eu.ssl-images-amazon.com/images/I/51VEf4896yL._SY300_SX300_QL70_ML2_.jpg,Sony,Sony,Sony Bravia 108 cm (43 inches) 4K Ultra HD Smart LED Google TV KD-43X74K (Black)  ,https://amazon.in/Sony-Bravia-inches-Google-KD-43X74K/dp/B09WN2CVMY/ref=sr_1_67?keywords=tv&qid=1660812293&sr=8-67,"47,999",3840 x 2160 Pixels,"Wi-Fi, USB, Ethernet, HDMI",4.8 out of 5 stars,43 Inches,LED,4K HDR,1.0,Android,"1 LED TV, 1 Warranty Card,1 AC Adapter, 1 AC Power Cord, 1 Remote Control, 1 Table-Top Stand, 1 User Manual, 2 AAA Batteries",8 kg,2022.0,60 Hz,AC,Yes,Dolby Audio,India,KD-43X74K,KD-43X74K,97.1 x 7.7 x 57.5 cm; 8 Kilograms,"Ethernet, Composite Video, Bluetooth 5","Mp3_audio, Wma",16:09,Yes,Wall Mount & Table Mount,20 Watts,Yes,,96 Watts,"TIFF, JPEG",X1 4K Processor,Yes,KD-43X74K,One Click Google Assistant | Youtube | Netflix | Youtube Music | Prime Video,DVB-T,2.0,178 Degrees,3840 x 2160 pixels,240 Volts,Two channel linear,3 Feet,2 AAA batteries required. (included),"IR, Bluetooth",Alkaline,Google TV | Watchlist | Voice Search | Google Play | Chromecast | Netflix | Amazon Prime Video | Additional Features: Apple Airplay | Apple Homekit | Alexa,,,,"AVI, MPEG",No,High Brightness,178 Degrees
85,https://m.media-amazon.com/images/I/51+7eXVV9dL._SX300_SY300_.jpg,LG,LG,LG 108 cm (43 inches) Full HD LED Smart TV 43LM5650PTA (Ceramic Black)  ,https://amazon.in/LG-inches-Smart-43LM5650PTA-Ceramic/dp/B08G21VNQQ/ref=sr_1_68?keywords=tv&qid=1660812293&sr=8-68,"29,490",1920x1080 Pixels,Wi-Fi,4.4 out of 5 stars,43 Inches,LED,,1.0,WebOS,"1 LED TV, 1 Table Top Stand, 1 User Manual, 1 Warranty Card, 1 Remote Control, 2 AAA Batteries",8 kg,2020.0,50 Hz,AC,No,DTS Virtual:X | Clear Voice III | Sound Type: Down Firing | Optical Sound Sync,India,43LM5650PTA,43LM5650PTA,8.1 x 97.7 x 57.5 cm; 8 Kilograms,"USB, HDMI","Mp3_audio, Wma",,Yes,Wall Mount,20 Watts,No,1 GB,20.00,JPEG,LG Graphic Processor,Yes,LED SMART,Standard Remote,,1.0,178 Degrees,1920 x 1080 pixels,,,7 Feet,2 AAA batteries required. (included),IR Remote,Alkaline,,4 GB,"10,000,000 : 1 (Dynamic Contrast Ratio)",,"AVI, MPEG, Blu-ray, DVD, WAV, WMA",,High brightness,
86,https://m.media-amazon.com/images/I/41B+1sEm+eL._SX300_SY300_.jpg,Power Guard,Power Guard Industries Private Limited,Power Guard 80 cm (32 inches) Frameless HD Ready Smart Android LED TV PG32S1 (Black)  ,https://amazon.in/Power-Guard-Frameless-Android-PG32S1/dp/B0B363326K/ref=sr_1_69?keywords=tv&qid=1660812293&sr=8-69,"10,999",1366 x 768 Pixels,"Wi-Fi, USB, Ethernet, HDMI",5.0 out of 5 stars,32 Inches,LED,"IPS , A+",1.0,Android,"1 LED TV, 2 Table Stand Base, 1 Wall Mount, 1 User Manual, 1 Warranty Card, 1 Remote Control,2 AAA Battery",4 kg 730 g,2022.0,60 Hz,AC,Yes,"Turbo Sound , Clear Audio+",India,PG32S1,PG32S1,71.3 x 6.5 x 42 cm; 4.73 Kilograms,"AV Port, USB, Ethernet, HDMI, Headphone","Wma, MP3, AAC, MP2, PCM",16:09,Yes,Wall Mount,20 Watts,No,1 GB,60 Watts,"GIF, JPEG",Mali-450 GPU,No,PG32S1,"One Click Play Store,Screenshot,Youtube,Hotstar,Netflix",DVB-T,2.0,178 Degrees,,240 Volts,Surround,3 Feet,,IR,,"Super Luma| Rich Contrast |X Motion Clarity | Turbo Sound |Clear Audio+ | Supported Application : Netflix, Youtube, Prime Video, Hotstar, Sonyliv, Hungama, Jiocinema, Zee5, Eros Now , Jio Games , Jio Cinema",8 GB,4000:1,6 Milliseconds,"MPEG, DVD",,High Brightness,178 Degrees
